provider_reference,negotiated_rate,billing_code,billing_code_type,negotiation_arrangement,negotiated_type,billing_class
24009,302.040000,0002M,CPT,ffs,negotiated,professional
4162,211.430000,0002M,CPT,ffs,negotiated,professional
55174,251.700000,0002M,CPT,ffs,negotiated,professional
35748,211.430000,0002M,CPT,ffs,negotiated,professional
23659,229.140000,0002M,CPT,ffs,negotiated,professional
6384,302.040000,0002M,CPT,ffs,negotiated,professional
44765,211.430000,0002M,CPT,ffs,negotiated,professional
13469,211.430000,0002M,CPT,ffs,negotiated,professional
1751,302.040000,0002M,CPT,ffs,negotiated,professional
59335,211.430000,0002M,CPT,ffs,negotiated,professional
44936,211.430000,0002M,CPT,ffs,negotiated,professional
34865,211.430000,0002M,CPT,ffs,negotiated,professional
59091,190.260000,0002M,CPT,ffs,negotiated,professional
30724,302.040000,0002M,CPT,ffs,negotiated,professional
42340,211.430000,0002M,CPT,ffs,negotiated,professional
6664,211.430000,0002M,CPT,ffs,negotiated,professional
19270,211.430000,0002M,CPT,ffs,negotiated,professional
10882,302.040000,0002M,CPT,ffs,negotiated,professional
9755,261.770000,0002M,CPT,ffs,negotiated,professional
56927,503.400000,0002M,CPT,ffs,negotiated,professional
50991,302.040000,0002M,CPT,ffs,negotiated,professional
53069,176.190000,0002M,CPT,ffs,negotiated,professional
29575,211.430000,0002M,CPT,ffs,negotiated,professional
11912,211.430000,0002M,CPT,ffs,negotiated,professional
4910,226.530000,0002M,CPT,ffs,negotiated,professional
13867,1030.710000,0002M,CPT,ffs,negotiated,professional
15827,503.400000,0002M,CPT,ffs,negotiated,professional
25150,211.430000,0002M,CPT,ffs,negotiated,professional
35149,211.430000,0002M,CPT,ffs,negotiated,professional
36439,211.430000,0002M,CPT,ffs,negotiated,professional
23931,211.430000,0002M,CPT,ffs,negotiated,professional
49979,256.730000,0002M,CPT,ffs,negotiated,professional
38274,302.040000,0002M,CPT,ffs,negotiated,professional
38464,815.590000,0002M,CPT,ffs,negotiated,professional
21322,211.430000,0002M,CPT,ffs,negotiated,professional
32846,211.430000,0002M,CPT,ffs,negotiated,professional
56934,176.190000,0002M,CPT,ffs,negotiated,professional
31467,211.430000,0002M,CPT,ffs,negotiated,professional
51985,503.400000,0002M,CPT,ffs,negotiated,professional
16968,241.630000,0002M,CPT,ffs,negotiated,professional
29820,211.430000,0002M,CPT,ffs,negotiated,professional
48749,211.430000,0002M,CPT,ffs,negotiated,professional
60510,211.430000,0002M,CPT,ffs,negotiated,professional
24105,211.430000,0002M,CPT,ffs,negotiated,professional
7554,211.430000,0002M,CPT,ffs,negotiated,professional
42082,176.190000,0002M,CPT,ffs,negotiated,professional
7441,211.430000,0002M,CPT,ffs,negotiated,professional
8108,302.040000,0002M,CPT,ffs,negotiated,professional
10693,211.430000,0002M,CPT,ffs,negotiated,professional
21392,302.040000,0002M,CPT,ffs,negotiated,professional
57524,589.870000,0002M,CPT,ffs,negotiated,professional
43748,211.430000,0002M,CPT,ffs,negotiated,professional
54278,236.600000,0002M,CPT,ffs,negotiated,professional
29661,251.700000,0002M,CPT,ffs,negotiated,professional
12037,503.400000,0002M,CPT,ffs,negotiated,professional
12934,654.420000,0002M,CPT,ffs,negotiated,professional
60917,302.040000,0002M,CPT,ffs,negotiated,professional
132,211.430000,0002M,CPT,ffs,negotiated,professional
5310,302.040000,0002M,CPT,ffs,negotiated,professional
34788,256.730000,0002M,CPT,ffs,negotiated,professional
45890,211.430000,0002M,CPT,ffs,negotiated,professional
42432,503.400000,0002M,CPT,ffs,negotiated,professional
48406,211.430000,0002M,CPT,ffs,negotiated,professional
11298,201.360000,0002M,CPT,ffs,negotiated,professional
1545,211.430000,0002M,CPT,ffs,negotiated,professional
26549,211.430000,0002M,CPT,ffs,negotiated,professional
32044,211.430000,0002M,CPT,ffs,negotiated,professional
34645,337.280000,0002M,CPT,ffs,negotiated,professional
7349,503.400000,0002M,CPT,ffs,negotiated,professional
11025,302.040000,0002M,CPT,ffs,negotiated,professional
55957,211.430000,0002M,CPT,ffs,negotiated,professional
19006,211.430000,0002M,CPT,ffs,negotiated,professional
17556,211.430000,0002M,CPT,ffs,negotiated,professional
24062,704.760000,0002M,CPT,ffs,negotiated,professional
59082,302.040000,0002M,CPT,ffs,negotiated,professional
28518,302.040000,0002M,CPT,ffs,negotiated,professional
53715,211.430000,0002M,CPT,ffs,negotiated,professional
12392,226.530000,0002M,CPT,ffs,negotiated,professional
25838,211.430000,0002M,CPT,ffs,negotiated,professional
20265,211.430000,0002M,CPT,ffs,negotiated,professional
36377,302.040000,0002M,CPT,ffs,negotiated,professional
7744,211.430000,0002M,CPT,ffs,negotiated,professional
21430,211.430000,0002M,CPT,ffs,negotiated,professional
57950,211.430000,0002M,CPT,ffs,negotiated,professional
44177,302.040000,0002M,CPT,ffs,negotiated,professional
40549,604.080000,0002M,CPT,ffs,negotiated,institutional
3208,211.430000,0002M,CPT,ffs,negotiated,professional
5413,211.430000,0002M,CPT,ffs,negotiated,professional
38787,302.040000,0002M,CPT,ffs,negotiated,professional
3293,211.430000,0002M,CPT,ffs,negotiated,professional
32693,302.040000,0002M,CPT,ffs,negotiated,professional
9200,211.430000,0002M,CPT,ffs,negotiated,professional
41359,211.430000,0002M,CPT,ffs,negotiated,professional
29061,226.530000,0002M,CPT,ffs,negotiated,professional
4031,211.430000,0002M,CPT,ffs,negotiated,professional
54128,211.430000,0002M,CPT,ffs,negotiated,professional
55000,251.700000,0002M,CPT,ffs,negotiated,professional
33691,211.430000,0002M,CPT,ffs,negotiated,professional
40547,604.080000,0002M,CPT,ffs,negotiated,institutional
51298,251.700000,0002M,CPT,ffs,negotiated,professional
51073,211.430000,0002M,CPT,ffs,negotiated,professional
28569,1258.500000,0002M,CPT,ffs,negotiated,professional
32720,211.430000,0002M,CPT,ffs,negotiated,professional
44636,1006.800000,0002M,CPT,ffs,negotiated,professional
18235,302.040000,0002M,CPT,ffs,negotiated,professional
20311,302.040000,0002M,CPT,ffs,negotiated,professional
44306,211.430000,0002M,CPT,ffs,negotiated,professional
46795,302.040000,0002M,CPT,ffs,negotiated,professional
26753,685.500000,0002M,CPT,ffs,negotiated,professional
32906,241.630000,0002M,CPT,ffs,negotiated,professional
27298,302.040000,0002M,CPT,ffs,negotiated,professional
14305,302.040000,0002M,CPT,ffs,negotiated,professional
51410,629.250000,0002M,CPT,ffs,negotiated,professional
32015,211.430000,0002M,CPT,ffs,negotiated,professional
49640,211.430000,0002M,CPT,ffs,negotiated,professional
28606,499.050000,0002M,CPT,ffs,negotiated,professional
48768,211.430000,0002M,CPT,ffs,negotiated,professional
4463,211.430000,0002M,CPT,ffs,negotiated,professional
12475,302.040000,0002M,CPT,ffs,negotiated,professional
5009,302.040000,0002M,CPT,ffs,negotiated,professional
336,302.040000,0002M,CPT,ffs,negotiated,professional
17290,302.040000,0002M,CPT,ffs,negotiated,professional
27474,1132.650000,0002M,CPT,ffs,negotiated,professional
22163,211.430000,0002M,CPT,ffs,negotiated,professional
5035,302.040000,0002M,CPT,ffs,negotiated,professional
52992,256.730000,0002M,CPT,ffs,negotiated,professional
11657,211.430000,0002M,CPT,ffs,negotiated,professional
7045,211.430000,0002M,CPT,ffs,negotiated,professional
39450,212.430000,0002M,CPT,ffs,negotiated,professional
17371,311.100000,0002M,CPT,ffs,negotiated,professional
33618,201.360000,0002M,CPT,ffs,negotiated,professional
56225,211.430000,0002M,CPT,ffs,negotiated,professional
7519,211.430000,0002M,CPT,ffs,negotiated,professional
16491,311.100000,0002M,CPT,ffs,negotiated,professional
55204,302.040000,0002M,CPT,ffs,negotiated,professional
6657,302.040000,0002M,CPT,ffs,negotiated,professional
24704,302.040000,0002M,CPT,ffs,negotiated,professional
11113,251.700000,0002M,CPT,ffs,negotiated,professional
15484,211.430000,0002M,CPT,ffs,negotiated,professional
30235,302.040000,0002M,CPT,ffs,negotiated,professional
35581,503.400000,0002M,CPT,ffs,negotiated,professional
28872,302.040000,0002M,CPT,ffs,negotiated,professional
29746,211.430000,0002M,CPT,ffs,negotiated,professional
33284,211.430000,0002M,CPT,ffs,negotiated,professional
8723,211.430000,0002M,CPT,ffs,negotiated,professional
32285,302.040000,0002M,CPT,ffs,negotiated,professional
58216,503.400000,0002M,CPT,ffs,negotiated,professional
12639,302.040000,0002M,CPT,ffs,negotiated,professional
24341,302.040000,0002M,CPT,ffs,negotiated,professional
58924,302.040000,0002M,CPT,ffs,negotiated,professional
47022,211.430000,0002M,CPT,ffs,negotiated,professional
21997,931.290000,0002M,CPT,ffs,negotiated,professional
57416,211.430000,0002M,CPT,ffs,negotiated,professional
24242,211.430000,0002M,CPT,ffs,negotiated,professional
36391,211.430000,0002M,CPT,ffs,negotiated,professional
31346,211.430000,0002M,CPT,ffs,negotiated,professional
29814,302.040000,0002M,CPT,ffs,negotiated,professional
17745,211.430000,0002M,CPT,ffs,negotiated,professional
30266,211.430000,0002M,CPT,ffs,negotiated,professional
9145,302.040000,0002M,CPT,ffs,negotiated,professional
16487,211.430000,0002M,CPT,ffs,negotiated,professional
60068,201.360000,0002M,CPT,ffs,negotiated,professional
26051,211.430000,0002M,CPT,ffs,negotiated,professional
13646,238.810000,0002M,CPT,ffs,negotiated,professional
18229,251.700000,0002M,CPT,ffs,negotiated,professional
40773,211.430000,0002M,CPT,ffs,negotiated,professional
39357,211.430000,0002M,CPT,ffs,negotiated,professional
27106,211.430000,0002M,CPT,ffs,negotiated,professional
41759,211.430000,0002M,CPT,ffs,negotiated,professional
10929,211.430000,0002M,CPT,ffs,negotiated,professional
36196,302.040000,0002M,CPT,ffs,negotiated,professional
20070,176.190000,0002M,CPT,ffs,negotiated,professional
43999,151.020000,0002M,CPT,ffs,negotiated,professional
49084,251.700000,0002M,CPT,ffs,negotiated,professional
38097,302.040000,0002M,CPT,ffs,negotiated,professional
55586,302.040000,0002M,CPT,ffs,negotiated,professional
42791,211.430000,0002M,CPT,ffs,negotiated,professional
46038,211.430000,0002M,CPT,ffs,negotiated,professional
41324,453.060000,0002M,CPT,ffs,negotiated,professional
56176,211.430000,0002M,CPT,ffs,negotiated,professional
44419,503.400000,0002M,CPT,ffs,negotiated,professional
12970,211.430000,0002M,CPT,ffs,negotiated,professional
44019,211.430000,0002M,CPT,ffs,negotiated,professional
15478,302.040000,0002M,CPT,ffs,negotiated,professional
18508,211.430000,0002M,CPT,ffs,negotiated,professional
6692,302.040000,0002M,CPT,ffs,negotiated,professional
27882,563.810000,0002M,CPT,ffs,negotiated,professional
51424,211.430000,0002M,CPT,ffs,negotiated,professional
10566,211.430000,0002M,CPT,ffs,negotiated,professional
57878,302.040000,0002M,CPT,ffs,negotiated,professional
5426,503.400000,0002M,CPT,ffs,negotiated,professional
23017,176.190000,0002M,CPT,ffs,negotiated,professional
52341,211.430000,0002M,CPT,ffs,negotiated,professional
51721,1132.650000,0002M,CPT,ffs,negotiated,professional
34743,503.400000,0002M,CPT,ffs,negotiated,institutional
58901,302.040000,0002M,CPT,ffs,negotiated,professional
18160,211.430000,0002M,CPT,ffs,negotiated,professional
39996,211.430000,0002M,CPT,ffs,negotiated,professional
586,302.040000,0002M,CPT,ffs,negotiated,professional
42842,245.770000,0002M,CPT,ffs,negotiated,professional
12572,211.430000,0002M,CPT,ffs,negotiated,professional
16888,503.400000,0002M,CPT,ffs,negotiated,professional
38633,211.430000,0002M,CPT,ffs,negotiated,professional
51820,211.430000,0002M,CPT,ffs,negotiated,professional
58134,211.430000,0002M,CPT,ffs,negotiated,professional
32851,211.430000,0002M,CPT,ffs,negotiated,professional
14310,302.040000,0002M,CPT,ffs,negotiated,professional
10544,2134.790000,0002M,CPT,ffs,negotiated,professional
10924,302.040000,0002M,CPT,ffs,negotiated,professional
33294,211.430000,0002M,CPT,ffs,negotiated,professional
47099,211.430000,0002M,CPT,ffs,negotiated,professional
10506,211.430000,0002M,CPT,ffs,negotiated,professional
61288,211.430000,0002M,CPT,ffs,negotiated,professional
9135,211.430000,0002M,CPT,ffs,negotiated,professional
46322,302.040000,0002M,CPT,ffs,negotiated,professional
28621,251.700000,0002M,CPT,ffs,negotiated,professional
6994,604.080000,0002M,CPT,ffs,negotiated,professional
52963,211.430000,0002M,CPT,ffs,negotiated,professional
1937,302.040000,0002M,CPT,ffs,negotiated,professional
59477,211.430000,0002M,CPT,ffs,negotiated,professional
15891,251.700000,0002M,CPT,ffs,negotiated,professional
3130,211.430000,0002M,CPT,ffs,negotiated,professional
53501,226.530000,0002M,CPT,ffs,negotiated,professional
15186,211.430000,0002M,CPT,ffs,negotiated,professional
7138,211.430000,0002M,CPT,ffs,negotiated,professional
21360,302.040000,0002M,CPT,ffs,negotiated,professional
36573,226.530000,0002M,CPT,ffs,negotiated,professional
7117,211.430000,0002M,CPT,ffs,negotiated,professional
16643,211.430000,0002M,CPT,ffs,negotiated,professional
38407,211.430000,0002M,CPT,ffs,negotiated,professional
58383,211.430000,0002M,CPT,ffs,negotiated,professional
37210,629.250000,0002M,CPT,ffs,negotiated,professional
22676,201.360000,0002M,CPT,ffs,negotiated,professional
18197,503.400000,0002M,CPT,ffs,negotiated,professional
54781,206.390000,0002M,CPT,ffs,negotiated,professional
5261,211.430000,0002M,CPT,ffs,negotiated,professional
20058,211.430000,0002M,CPT,ffs,negotiated,professional
23749,302.040000,0002M,CPT,ffs,negotiated,professional
4155,302.040000,0002M,CPT,ffs,negotiated,professional
15138,2134.790000,0002M,CPT,ffs,negotiated,professional
11018,226.530000,0002M,CPT,ffs,negotiated,professional
1551,211.430000,0002M,CPT,ffs,negotiated,professional
50560,503.400000,0002M,CPT,ffs,negotiated,professional
39925,878.630000,0002M,CPT,ffs,negotiated,professional
50295,251.700000,0002M,CPT,ffs,negotiated,professional
11714,211.430000,0002M,CPT,ffs,negotiated,professional
14326,302.040000,0002M,CPT,ffs,negotiated,professional
39914,211.430000,0002M,CPT,ffs,negotiated,professional
44690,211.430000,0002M,CPT,ffs,negotiated,professional
44925,211.430000,0002M,CPT,ffs,negotiated,professional
57934,453.060000,0002M,CPT,ffs,negotiated,institutional
27704,211.430000,0002M,CPT,ffs,negotiated,professional
49621,211.430000,0002M,CPT,ffs,negotiated,professional
41581,302.040000,0002M,CPT,ffs,negotiated,professional
23869,211.430000,0002M,CPT,ffs,negotiated,professional
58229,302.040000,0002M,CPT,ffs,negotiated,professional
18794,302.040000,0002M,CPT,ffs,negotiated,professional
28262,211.430000,0002M,CPT,ffs,negotiated,professional
28196,211.430000,0002M,CPT,ffs,negotiated,professional
55772,211.430000,0002M,CPT,ffs,negotiated,professional
14291,211.430000,0002M,CPT,ffs,negotiated,professional
58395,256.730000,0002M,CPT,ffs,negotiated,professional
23550,211.430000,0002M,CPT,ffs,negotiated,professional
10658,302.040000,0002M,CPT,ffs,negotiated,professional
27989,211.430000,0002M,CPT,ffs,negotiated,professional
48503,211.430000,0002M,CPT,ffs,negotiated,professional
40380,302.040000,0002M,CPT,ffs,negotiated,professional
35183,302.040000,0002M,CPT,ffs,negotiated,professional
47916,211.430000,0002M,CPT,ffs,negotiated,professional
10696,211.430000,0002M,CPT,ffs,negotiated,professional
36129,302.040000,0002M,CPT,ffs,negotiated,professional
57468,302.040000,0002M,CPT,ffs,negotiated,professional
25133,302.040000,0002M,CPT,ffs,negotiated,professional
56679,211.430000,0002M,CPT,ffs,negotiated,professional
55077,211.430000,0002M,CPT,ffs,negotiated,professional
41278,629.250000,0002M,CPT,ffs,negotiated,professional
16515,320.430000,0002M,CPT,ffs,negotiated,professional
53823,503.400000,0002M,CPT,ffs,negotiated,professional
41358,211.430000,0002M,CPT,ffs,negotiated,professional
37414,211.430000,0002M,CPT,ffs,negotiated,professional
29,302.040000,0002M,CPT,ffs,negotiated,professional
23013,302.040000,0002M,CPT,ffs,negotiated,professional
15973,211.430000,0002M,CPT,ffs,negotiated,professional
2146,1069.620000,0002M,CPT,ffs,negotiated,professional
25949,211.430000,0002M,CPT,ffs,negotiated,professional
37662,211.430000,0002M,CPT,ffs,negotiated,professional
17467,211.430000,0002M,CPT,ffs,negotiated,professional
24621,251.700000,0002M,CPT,ffs,negotiated,professional
19152,880.950000,0002M,CPT,ffs,negotiated,professional
50473,211.430000,0002M,CPT,ffs,negotiated,professional
53957,302.040000,0002M,CPT,ffs,negotiated,professional
32099,302.040000,0002M,CPT,ffs,negotiated,professional
14731,226.530000,0002M,CPT,ffs,negotiated,professional
39010,211.430000,0002M,CPT,ffs,negotiated,professional
39176,211.430000,0002M,CPT,ffs,negotiated,professional
5614,805.440000,0002M,CPT,ffs,negotiated,professional
54358,503.400000,0002M,CPT,ffs,negotiated,professional
58396,302.040000,0002M,CPT,ffs,negotiated,professional
8421,211.430000,0002M,CPT,ffs,negotiated,professional
1424,201.360000,0002M,CPT,ffs,negotiated,professional
55124,211.430000,0002M,CPT,ffs,negotiated,professional
31900,302.040000,0002M,CPT,ffs,negotiated,professional
36236,211.430000,0002M,CPT,ffs,negotiated,professional
57229,211.430000,0002M,CPT,ffs,negotiated,professional
57184,211.430000,0002M,CPT,ffs,negotiated,professional
51727,211.430000,0002M,CPT,ffs,negotiated,professional
30768,302.040000,0002M,CPT,ffs,negotiated,professional
16707,211.430000,0002M,CPT,ffs,negotiated,professional
31981,211.430000,0002M,CPT,ffs,negotiated,professional
36078,1040.430000,0002M,CPT,ffs,negotiated,professional
44401,211.430000,0002M,CPT,ffs,negotiated,professional
49259,211.430000,0002M,CPT,ffs,negotiated,professional
56512,211.430000,0002M,CPT,ffs,negotiated,professional
32133,211.430000,0002M,CPT,ffs,negotiated,professional
17703,211.430000,0002M,CPT,ffs,negotiated,professional
9195,211.430000,0002M,CPT,ffs,negotiated,professional
4947,211.430000,0002M,CPT,ffs,negotiated,professional
33889,211.430000,0002M,CPT,ffs,negotiated,professional
12000,211.430000,0002M,CPT,ffs,negotiated,professional
56808,503.400000,0002M,CPT,ffs,negotiated,professional
46990,176.190000,0002M,CPT,ffs,negotiated,professional
56242,503.400000,0002M,CPT,ffs,negotiated,professional
3781,503.400000,0002M,CPT,ffs,negotiated,professional
18973,251.700000,0002M,CPT,ffs,negotiated,professional
18497,211.430000,0002M,CPT,ffs,negotiated,professional
21204,211.430000,0002M,CPT,ffs,negotiated,professional
54317,302.040000,0002M,CPT,ffs,negotiated,professional
46674,503.400000,0002M,CPT,ffs,negotiated,professional
